Order_Number,Order_Status,Missed_LPNs
6082187710397812,Short,00100854129313795523
6082195610156071,Perfect,
6082195710156072,Perfect,
6082195810156073,Perfect,
6082195910156180,Perfect,
6082197110158623,Perfect,
6082199110169724,Perfect,
6082199810177432,Perfect,
6082199910177434,Perfect,
6082200010177437,Perfect,
6082201610208488,Perfect,
6082201710208489,Perfect,
6082201910208492,Perfect,
6082202010208494,Perfect,
6082202210208496,Perfect,
6082202410208506,Perfect,
6082202510208509,Perfect,
6082202610208511,Short,00003033800007135786
6082202710208513,Perfect,
6082202810208515,Perfect,
6082202910208533,Perfect,
6082203110208582,Perfect,
6082203210208586,Perfect,
6082234310311510,Perfect,
6082234410312838,Short,00100854128238265715
6082234510312858,Short,00003033800007146966
6082234610312861,Short,00003033800007148731
6082235010313148,Perfect,
6082235610314799,Perfect,
6082235810316356,Perfect,
6082236410317550,Perfect,
6082236510317894,Perfect,
6082237410323056,Perfect,
6082237610323455,Perfect,
6082238110325433,Perfect,
6082240310336055,Perfect,
6082240410336076,Perfect,
6082240910336746,Perfect,
6082241810338715,Perfect,
6082242710339631,Perfect,
6082243210343108,Perfect,
6082243710346485,Perfect,
6082244010346503,Perfect,
6082244110347075,Perfect,
6082244510348134,Perfect,
6082244710349013,Perfect,
6082245010356354,Perfect,
6082245210356848,Perfect,
6082245410356856,Perfect,
6082246610315331,Perfect,
6082529010271304,Perfect,
6082529210369476,Perfect,
6082530110379250,Perfect,
6082741510411136,Perfect,
6082787410315331,Perfect,
6082880110412374,Perfect,
6082962710325021,Perfect,
6083248510416353,Perfect,
6083469310419941,Short,00100854129314732640
6083474010419964,Perfect,
6083474310419965,Perfect,
6083479910420001,Perfect,
6083503910420515,Short,00100854129312488419
6083533310407446,Perfect,
6083533710407444,Perfect,
6083533910407447,Perfect,
6083555810130424,Short,00100854129314400686
6083556810230700,Short,00100854129314400624
6083557910152838,Perfect,
6083558910304193,Short,00100854129312443470
6083559810286680,Perfect,
6083560410136362,Short,00100854128239443150
6083560710230110,Short,00100854128239442979
6083561710267001,Perfect,
6083583910313749,Perfect,
6083588010371155,Perfect,
6083624910224510,Perfect,
6083627210322914,Perfect,
6083631510368163,Perfect,
6083633710420861,Perfect,
6083732010420718,Perfect,
6083785910421259,Short,"00100854128239195370, 00100854128239195424, 00100854128239195417, 00100854128239195394, 00100854128239195387, 00100854128239195226"
6083816310421406,Perfect,
6083816410421403,Short,"00100854129314748849, 00100854129314748825"
6083924210421146,Perfect,
6083949810422324,Perfect,
6084005110422585,Perfect,
6084017910422649,Short,"00100854129314726854, 00100854129313606867, 00100854129314726847, 00100854129314726878, 00100854129314726885, 00100854129314726830, 00100854129313606874, 00100854129314726892, 00100854129314726861"
6084021810422670,Short,"00100854129314726120, 00100854129314726137"
6084022510422656,Perfect,
6084024510422317,Perfect,
6084027210422687,Perfect,
6084027510422691,Perfect,
6084028410422697,Perfect,
6084028610422699,Perfect,
6084033810422724,Perfect,
6084033910422725,Perfect,
6084037010422706,Perfect,
6084047910422785,Perfect,
6084048410422787,Perfect,
6084049310422786,Short,"00100854129313603552, 00100854129313603613, 00100854129313603590, 00100854129313603545"
6084051610422793,Short,"00100854129313795486, 00100854129313795417, 00100854129314700779, 00100854129314700809"
6084053310422797,Perfect,
6084055110422807,Short,"00100854129314757254, 00100854129314757261"
6084056110422812,Perfect,
6084056510422819,Perfect,
6084056610422821,Perfect,
6084057010422818,Perfect,
6084057210422821,Perfect,
6084057310422820,Perfect,
6084058210422823,Perfect,
6084059810422831,Short,"00100854128239018129, 00100854128239018518"
6084060710422832,Perfect,
6084061110422836,Perfect,
6084061210422839,Short,00100854129314750101
6084061310422840,Short,"00100854129314730622, 00100854128239830448, 00100854128239830455, 00100854128239830462, 00100854129314730646, 00100854128239949195"
6084062010422842,Perfect,
6084062710422840,Short,"00100854129314759951, 00100854129314759999, 00100854129314759944, 00100854129314759982, 00100854129314759937"
6084063210422845,Perfect,
6084063910422839,Short,00100854129313795448
6084064010422843,Short,"00154137600182383224, 00100854129312417105, 00100854129312417129"
6084064410422849,Perfect,
6084065110422853,Perfect,
6084065210422852,Perfect,
6084066210422859,Perfect,
6084066310422856,Perfect,
6084066710422863,Perfect,
6084067110422865,Perfect,
6084071210422880,Short,00100854129313795547
6084071910422878,Short,00100854129314757360
6084072210422886,Perfect,
6084074510422896,Perfect,
6084076910422908,Perfect,
6084077910422921,Perfect,
6084078910422927,Perfect,
6084079910422930,Perfect,
6084149310423050,Perfect,
6084192910262416,Perfect,
6084193210312578,Perfect,
6084193610366809,Perfect,
6084193710369476,Perfect,
6084193810369480,Perfect,
6084197610397812,Perfect,
6084198910422649,Perfect,
6084199210422736,Short,00100854129312416894
6084215110423322,Perfect,
6084404610423553,Perfect,
6084407710424542,Perfect,
6084408210425491,Perfect,
6084432510369480,Short,"00100854129314415185, 00100854129314415239"
6084432710262416,Perfect,
6084642910426529,Perfect,
6084693910421072,Short,00100854129314775166
6084741710356849,Perfect,
6084741810356858,Perfect,
6084796010427715,Perfect,
6084796410427716,Perfect,
6084796610427716,Short,"00100854129314700823, 00100854129313795271"
6084796710427717,Perfect,
6084797810427717,Perfect,
6084798510427716,Perfect,
6084804910421406,Short,"00100854129312438117, 00100854129312438094, 00100854129312438124"
6084805410420608,Short,"00100854129313605211, 00100854129313605143"
6084806710400821,Perfect,
6084806810414264,Short,00100854129313605259
6084806910421410,Perfect,
6084807210412040,Perfect,
6084809110412013,Perfect,
6084814510399938,Perfect,
6084816610413412,Short,00100854129312437929
6084817610412035,Perfect,
6084823810400149,Perfect,
6084824610423792,Perfect,
6084824710423844,Perfect,
6084841710157598,Perfect,
6084842510238271,Perfect,
6084843310322589,Perfect,
608489399854625,Perfect,
608489439854625,Perfect,
608489539854625,Perfect,
6085114810428824,Perfect,
6085114910428841,Perfect,
6085116710428666,Perfect,
6085117210428849,Perfect,
6085121510428669,Perfect,
6085477910433329,Perfect,
6085480210433341,Perfect,
6085483810433360,Perfect,
6085494510433427,Perfect,
6085495510433433,Short,"00100854129314757223, 00100854129314757230"
6085496610433437,Perfect,
6085511710433360,Perfect,
6085564910435259,Perfect,
6085823710419997,Perfect,
6085903810436904,Perfect,
6085910510436937,Short,00100854129314061344
6085926110437004,Perfect,
6085986910437459,Perfect,
6086033110437584,Perfect,
6086055410435525,Short,00100854129314701004
6086076310438118,Perfect,
6086081910436904,Perfect,
6086137810438665,Perfect,
6086158310436303,Perfect,
6086255710439462,Perfect,
6086256810439539,Perfect,
6086568510440444,Perfect,
6086845510342559,Perfect,
6086845910356852,Perfect,
6086846010356854,Perfect,
6086893510443081,Short,00100854129314065359
6086916310419855,Perfect,
6086951710444191,Perfect,
6087299310446674,Perfect,
6087303610446703,Perfect,
6087305610446718,Short,00100854129314064420
6087305810446720,Perfect,
6087306410446728,Perfect,
6087306610446722,Perfect,
6087306810446730,Perfect,
6087307210446732,Short,"00100854129314738017, 00100854129314738000"
6087309610446744,Perfect,
6087309810446743,Perfect,
6087495310448369,Perfect,
6087531810366809,Perfect,
6087546510367843,Perfect,
6087550010371162,Perfect,
6087551910371167,Short,00100854129314732619
6087552710371172,Short,00100854129312420686
6087553310371173,Perfect,
6087764110450107,Short,"00100854129314726090, 00100854129314726106, 00100854129314726083"
6087813110449626,Short,00100854129314737966
6087813810448281,Perfect,
6087819710449605,Short,00100854129314700519
6087842510369480,Short,00100854129314738086
6087844310433360,Perfect,
6087846210448257,Perfect,
6087956810451327,Perfect,
6088019710452151,Perfect,
6088332510437098,Perfect,
6088506010454988,Short,00100854129314064970
6088557610455439,Perfect,
6088607110446715,Short,00100854129314757537
6088658010449770,Perfect,
6089008210459588,Short,"00100854129314064284, 00100854129314064994"
6089013610459617,Short,"00100854129314738031, 00100854129314738024"
6089013910459619,Short,"00100854129314710020, 00100854129314710013, 00100854129314710006"
6089014610459624,Perfect,
6089015910459630,Short,00100854129314737935
6089016510459631,Short,"00100854129314710051, 00100854129314709680, 00100854129314710044"
6089016810459634,Short,00100854129314709413
6089016910459635,Short,"00100854129314709710, 00100854129314709703, 00100854129314709727"
6089017810459621,Perfect,
6089018010459638,Perfect,
6089018210459639,Perfect,
6089018410459640,Perfect,
6089019110459647,Short,00100854129312404136
6089019210459645,Short,00100854129314737980
6089020110459651,Short,"00100854129314738178, 00100854129314738147, 00100854129314738215"
6089020610459654,Perfect,
6089020910459655,Short,00100854129314710815
6089021110459658,Perfect,
6089022310459668,Short,00100854129314736198
6089022510459668,Short,"00100854129314709758, 00100854129314709789"
6089150110448135,Perfect,
6089188910463662,Perfect,
6089188910463662,Perfect,
6089348410464216,Perfect,
6089348810464224,Perfect,
6089497910419855,Short,00100854128239441644
6089513210464534,Perfect,
6089514110464932,Perfect,
6089517710459585,Perfect,
6089531710465092,Perfect,
6089571010433360,Perfect,
6089586610465239,Perfect,
6089612310465342,Perfect,
6089626610465362,Short,"00100854129314736075, 00100854129314736068"
6089631310465408,Perfect,
6089631510465410,Perfect,
6089764010465779,Perfect,
6089765310419479,Perfect,
6090040310466058,Perfect,
6090193110437572,Perfect,
6090193410448366,Perfect,
6090197610466546,Perfect,
6090208510436904,Perfect,
6090215310423822,Perfect,
6090237310435262,Short,"00100854129314731964, 00100854129314732251, 00100854129314732268"
6090375010419855,Perfect,
6090377810446681,Perfect,
6090382810466985,Short,00100854129314735863
6090690310469186,Perfect,
6090911210470375,Perfect,
6091179110472234,Short,00100854129314064529
6091179510472238,Short,00100854129314756110
6091180110472243,Perfect,
6091180210472245,Short,"00100854129314756745, 00100854129314756738, 00100854129314756134"
6091180310472246,Short,"00100854129314743387, 00100854129314743370"
6091181010472253,Perfect,
6091181110472254,Perfect,
6091182610472262,Short,00100854128239831421
6091182710472262,Short,"00100854129314138503, 00100854129314138480, 00100854129314138497, 00100854129314138909"
6091182810472262,Perfect,
6091183010472265,Perfect,
6091183310472262,Perfect,
6091183610472268,Short,00303033820000457518
6091183810472268,Perfect,
6091184210472270,Perfect,
6091184310472268,Perfect,
6091186110472281,Perfect,
6091186210472284,Perfect,
6091186410472286,Perfect,
6091187410472288,Perfect,
6091187810472290,Perfect,
6091188310472292,Perfect,
6091188410472293,Perfect,
6091189010472306,Short,00100854129314756141
6091189110472307,Short,"00100854129314756868, 00100854129314756035, 00100854129314756851"
6091189210472308,Short,00100854129314064772
6091189310472309,Perfect,
6091189410472310,Perfect,
6091189510472311,Perfect,
6091192010472329,Perfect,
6091193010472333,Perfect,
6091193610472338,Perfect,
6091193810472337,Perfect,
6091194210472345,Short,00003033800007137421
6091194310472343,Perfect,
6091194410472340,Perfect,
6091194610472342,Perfect,
6091195410472347,Perfect,
6091196810472398,Perfect,
6091197010472401,Perfect,
6091197110472400,Perfect,
6091199610472428,Perfect,
6091200110472431,Short,00100854129314756691
6091200210472432,Perfect,
6091200610472434,Perfect,
6091201010472437,Perfect,
6091201210472435,Perfect,
6091203310472442,Short,"00100854129314756653, 00100854129314756646, 00100854129314756660"
6091203710472447,Perfect,
6091203810472448,Perfect,
6091204710472452,Short,"00100854129314738482, 00100854129314738475"
6091505010437583,Perfect,
6091598610371148,Perfect,
6091628310474108,Perfect,
6091665910466520,Perfect,
6091710110474399,Short,00100854128238234322
6091717610474465,Perfect,
6091735510370008,Perfect,
6091755510474582,Perfect,
6091783910474712,Perfect,
6091868610475000,Short,"00100854129314716770, 00100854129314716794, 00100854129314716787"
6091868810475001,Short,"00100854129314709369, 00100854129314709352, 00100854129314709307, 00100854129314709345, 00100854129314401034, 00100854129314401003, 00100854129314401027, 00100854129314709314, 00100854129314709291, 00100854129314709321, 00100854129314709284, 00100854129314709338, 00100854129314709376"
6092001510475004,Short,"00100854128239501959, 00100854128239501935"
6092708410480131,Perfect,
6092713710480211,Short,00100854129314736815
6092714610480217,Perfect,
6092714810480218,Perfect,
6092716110480227,Perfect,
6092716410480225,Perfect,
6092764910481155,Short,"00100854129314708706, 00100854129314708683, 00100854129314708690"
6092766410481172,Perfect,
6092783210480117,Short,"00100854128239502055, 00100854128239501843, 00100854128239502031, 00100854128239502048"
6092917510481564,Short,00100854129314708614
6092994110481821,Short,"00100854129314425047, 00100854129314425030, 00100854129314425054"
6093007310481361,Perfect,
6093139110482476,Short,"00100854129314743400, 00100854129314743417"
6093144110482511,Short,"00100854129314756547, 00100854129314756530, 00100854129314756523"
6093150310482545,Perfect,
6093152410482531,Perfect,
6093152610482547,Short,00100854128504063069
6093161210482591,Short,00100854129314401287
6093163310482603,Perfect,
6093165410482615,Short,"00100854129314068886, 00100854129314068046, 00100854129314068893, 00100854129314068909"
6093166210482622,Perfect,
6093166410482625,Short,00100854129314756257
6093167010482630,Short,"00100854129314756271, 00100854129314767871"
6093167410482597,Perfect,
6093168210482637,Short,00100854129314428284
6093168510482639,Short,"00100854129314428239, 00100854129314428222, 00100854129314428246"
6093168710482641,Short,"00100854129314427973, 00100854129314427980, 00100854129314427966"
6093169110482606,Perfect,
6093170410482650,Short,"00100854129313607130, 00100854129313607109, 00100854129313606881, 00100854129313607123, 00100854128239808867"
6093171710482648,Short,00100854129314707464
6093173310482657,Short,00100854129314767987
6093173510482659,Perfect,
6093173710482661,Short,"00100854129314428185, 00100854129314428208, 00100854129314428192"
6093174010482663,Short,"00100854129314428178, 00100854129314428161"
6093174210482656,Perfect,
6093174910482666,Short,00100854129314756240
6093175110482668,Short,"00100854129314756578, 00100854129314756561"
6093175210482662,Perfect,
6093177610482684,Perfect,
6093178110482671,Perfect,
6093178810482687,Perfect,
6093179610482692,Short,"00100854129314736143, 00100854129314736150"
6093180210482694,Perfect,
6093181810482706,Perfect,
6093182310482705,Short,00100854129314734972
6093183110482701,Short,"00100854128239808256, 00100854128239808249, 00100854128238300195, 00100854128239808232, 00100854128239808263"
6093183210482710,Perfect,
6093183610482713,Perfect,
6093183710482709,Perfect,
6093184410482715,Perfect,
6093185310482720,Perfect,
6093185410482725,Perfect,
6093186310482734,Perfect,
6093187810482724,Short,00100854129314774121
6093187910482738,Perfect,
6093188110482736,Short,00100854129314707846
6093191310482755,Perfect,
6093191910482760,Perfect,
6093192310482759,Perfect,
6093193210482765,Perfect,
6093193310482764,Short,00100854129314736600
6093194310482773,Perfect,
6093194410482775,Short,00100854129314736242
6093194510482763,Short,00154137600182366104
6093194910482762,Short,"00100854129313606973, 00100854129313607031"
6093195310482777,Short,"00100854129314414447, 00100854129314414454"
6093195610482770,Short,"00100854129314734897, 00100854129314735016, 00100854129314735023, 00100854129314735030"
6093196410482769,Short,"00100854129314709628, 00100854129314709635, 00100854129314709611"
6093196610482784,Perfect,
6093196910482786,Perfect,
6093197210482778,Perfect,
6093198110482795,Short,00100854128238300218
6093200910482804,Short,"00100854129313607741, 00100854129313607680, 00100854129313607710, 00100854129313607697, 00100854129313607703, 00100854129313607956, 00100854129313607673"
6093201010482798,Short,00100854129314405711
6093201910482811,Perfect,
6093202210482797,Perfect,
6093202410482810,Short,00100854129314405315
6093286310482883,Perfect,
6093288910482591,Perfect,
6093289110482648,Short,"00100854129314736792, 00100854129314736785"
6093437910483742,Short,"00100854129314708379, 00100854129314708386, 00100854129314708416, 00100854129314708409, 00100854129314708430, 00100854129314708393, 00100854129314708423"
6093459510483861,Short,00100854128239501782
6093459610483260,Perfect,
6093744710484427,Perfect,
6094025910485588,Perfect,
6094026010485397,Short,"00100854129314708720, 00100854128239428881"
6094294810486052,Short,"00100854129314428017, 00100854129314428000"
6094297610486072,Short,"00100854129313606836, 00100854128239905450"
6094301010486084,Short,"00100854129314428055, 00100854129314428062, 00100854129314428079"
6094304510486104,Short,"00100854129314428109, 00100854129314428086"
6094314110486179,Perfect,
6094315910486188,Perfect,
6094319110486194,Short,"00100854129314708249, 00100854129314708263, 00100854129314708270, 00100854129314708232, 00100854129314708256"
6094338610487018,Perfect,
6094405310487327,Short,"00100854129314068831, 00100854129314068848, 00100854129314068824"
6094537010486992,Perfect,
6094540510487259,Perfect,
6094549810486095,Short,"00100854128239501867, 00100854128239502017, 00100854128239501874, 00100854128239502024, 00100854128239501966"
6094551310487009,Short,"00100854129314737799, 00100854129314737782"
6094558210487001,Perfect,
6094623410487893,Perfect,
6094788610488204,Short,"00100854128310883592, 00100854128310876013, 00100854128503667800, 00100854129314401607, 00100854129314401409, 00100854129314401430, 00100854128503665141, 00100854129314401447, 00100854129314401614, 00100854128310876105, 00100854129314401454"
6094794310488248,Short,"00100854129314068879, 00100854129314068855, 00100854129314428031"
6094997610487699,Perfect,
6094998210488620,Short,00100854129314732022
6095049210489070,Perfect,
6095099510489395,Short,00100854129314707891
6095099810489396,Perfect,
6095110310489430,Perfect,
6095111310489370,Perfect,
6095135510479628,Perfect,
6095136110485588,Perfect,
6095431110486072,Short,00100854128768456591
6095601210490834,Short,"00100854129314428123, 00100854129314428147, 00100854129314428130"
6095637010412040,Perfect,
6095646310449688,Short,00100854129314737058
6095650310464899,Perfect,
6095657610446685,Perfect,
6095657610446685,Perfect,
6095663910448371,Short,"00100854129314763996, 00100854129314763217, 00100854129314764023, 00100854129314764009, 00100854129314764016"
6095666510448369,Short,00100854129314764047
6095671010481821,Perfect,
6095672410483382,Short,"00100854128238302830, 00100854128238300256, 00100854128238300249, 00100854128238300225"
6095673010436900,Short,"00100854129314736549, 00100854129314736563, 00100854129314736532"
6095673910486121,Perfect,
6095677610487314,Short,00100854129313607581
6095680810481866,Short,00100854128238491602
6095681110474253,Short,"00100854129314401461, 00100854129314401478, 00100854129314401577"
6095682010475378,Short,"00100854129314475073, 00100854129314475080"
6095682410466702,Perfect,
6095685710483446,Perfect,
6095688810483386,Perfect,
6095689010464370,Perfect,
6095689210483393,Perfect,
6095690110465924,Perfect,
6095694310474876,Perfect,
6095696610483952,Perfect,
6095703310464372,Short,"00100854129314709529, 00100854129314709277"
6095708210490223,Short,00100854129314736044
6095711610490465,Perfect,
6095727710487924,Perfect,
6095727810466523,Perfect,
6095728210488113,Perfect,
6095728310488528,Perfect,
6095997110491782,Short,"00100854129314068091, 00100854129314068107"
6095997410491781,Perfect,
6096002110491808,Short,00100854129314068145
6096002510491812,Short,"00100854129314068084, 00100854129314068121, 00100854129314068770"
6096002710491814,Short,"00100854129314068152, 00100854129314068749"
6096003010491817,Short,"00100854129314068718, 00100854129314068725"
6096006510491842,Short,00100854128238857491
6096007110491848,Perfect,
6096007210491851,Short,"00100854129314708676, 00100854129314708638, 00100854129314708669"
6096018710483071,Perfect,
6096057710494847,Perfect,
6096203810433384,Perfect,
6096217710464374,Short,"00100854129314707785, 00100854129314707778, 00100854129314707730, 00100854129314709239, 00100854129314709246, 00100854129314707792, 00100854129314707761, 00100854129314707747, 00100854129314707754"
6096250910437277,Short,00100854129314732220
6096264410426370,Perfect,
6096266810495536,Perfect,
6096278910495556,Perfect,
6096293110472288,Perfect,
6096312310472342,Short,00100854129314743585
6096320610486201,Perfect,
6096325510472425,Short,"00100854129314709802, 00100854129314709673"
6096331210480222,Perfect,
6096334410488067,Perfect,
6096425310495883,Short,00100854129314736839
6096429710488617,Perfect,
6096532210488986,Perfect,
6096585510496796,Short,"00100854129314068060, 00100854129314068077"
6097235510446675,Perfect,
6097237910491861,Perfect,
6097549310500409,Short,"00100854129312416467, 00100854129312416481"
6097552210500423,Short,00100854129314425146
6097554110500428,Short,"00100854129314722719, 00100854129314722702, 00100854129314722696, 00100854129314722689, 00100854129314722658, 00100854129314722665"
6097562010500471,Short,00100854129314427898
6097563010500482,Short,00100854129314406275
6097563710500486,Perfect,
6097565010500490,Short,"00100854129314475103, 00100854129314475134, 00100854129314475127, 00100854129314475110"
6097565410500493,Short,"00100854129314406329, 00100854129314406343, 00100854129314406312"
6097565710500494,Short,00100854129314065106
6097566510500495,Short,"00100854129314065076, 00100854129314065069, 00100854129314065205"
6097567210500500,Perfect,
6097567710500501,Short,"00100854128239217409, 00100854129314475028"
6097568910500504,Perfect,
6097569010500507,Short,00100854129314736860
6097800810500429,Perfect,
6097979710502428,Perfect,
6098069510502723,Perfect,
6098206810503175,Short,"00100854129313464795, 00100854129313464801, 00100854129314067193"
6098362310503968,Perfect,
6098537110487699,Perfect,
6098537610488432,Short,"00100854129314406374, 00100854129314406411, 00100854129314406367, 00100854129314406381"
6098543710491799,Short,"00100854129314748894, 00100854129314748917"
6098545510495556,Perfect,
6098547110497546,Perfect,
6098548710488595,Perfect,
6098550810498797,Short,00100854129312491228
6098560110488430,Perfect,
6098686410509342,Short,00100854129314749693
6098757510509742,Short,"00100854129313464894, 00100854129313464887"
6098786510422649,Perfect,
6098786710475001,Perfect,
6099714110513838,Short,"00100854129314506746, 00100854129314507354, 00100854129314506739"
6099714410513842,Short,"00100854129314068138, 00100854129314068657, 00100854129314068664"
6099714810513845,Short,"00100854129314067230, 00100854129314067247, 00100854129314067254"
6099715310513850,Short,"00100854129313451719, 00100854129313451832"
6099716710513863,Short,"00100854129313451801, 00100854129313451818, 00100854129313451795"
6099717510513867,Perfect,
6099717710513867,Short,00154137600182411170
6099717910513869,Perfect,
6099718010513868,Short,00003033800007127019
6099718810513867,Perfect,
6099718910513870,Short,"00100854129314736389, 00100854129314736365, 00100854129314736372, 00100854129314736396, 00100854129314736402, 00100854129314736358"
6099719110513870,Short,"00100854129314743165, 00100854129314743172, 00100854129314743233, 00100854129314743240, 00100854129314743219, 00100854129314743226, 00100854129314743189, 00100854129314743196"
6099719410513870,Short,"00100854129314736501, 00100854129314736488, 00100854129314736471, 00100854129314736464, 00100854129314736440"
6099719510513870,Short,"00100854129314741963, 00100854129314741949, 00100854129314741925, 00100854129314742113, 00100854129314741956, 00100854129314741987, 00100854129314741932, 00100854129314741994, 00100854129314741970"
6099729210513922,Short,"00100854129312416504, 00100854129312416528, 00100854129312416511"
6099729510513923,Short,00100854129313451726
6099729910513925,Short,"00100854129314067421, 00100854129314067285, 00100854129314067278"
6099730010513926,Short,"00100854129314067292, 00100854129314067308"
6099730210513927,Short,"00100854129314073422, 00100854129314073439"
6099730310513928,Short,"00100854129313451740, 00100854129313451771, 00100854129313451757"
6099730410513929,Short,"00100854129313464849, 00100854129313464832, 00100854129313464863"
6099730910513930,Perfect,
6099734210514002,Short,"00100854129313451764, 00100854129313451733"
6099734510514003,Short,00100854129314429205
6099734710514006,Short,"00100854129314067506, 00100854129314067513, 00100854129314067490"
6099734810514007,Short,"00100854129313379532, 00100854129313386271"
6099735210514010,Short,00100854129314067216
6099735610514014,Short,"00100854129314529820, 00100854129314529837"
6099736310514020,Perfect,
6099736910514021,Perfect,
6099737410514024,Perfect,
6099740710514041,Short,"00100854129314072913, 00100854129314072906, 00100854129314072890"
6099740810514039,Perfect,
6099741010514042,Short,"00100854129314067452, 00100854129314067445, 00100854129314067469, 00100854129314067476"
6099741210514043,Short,"00100854129313464818, 00100854129313464825"
6099741310514045,Short,00100854129314073415
6099741510514048,Short,"00100854129314072852, 00100854129314072845, 00100854129314073385"
6099743110514052,Perfect,
6099743810514065,Short,"00100854129312519267, 00100854129312519274, 00100854129312519281"
6099893310419855,Perfect,
6099893910517433,Perfect,
6099896110497480,Short,00100854128239486515
6099897310502443,Short,00100854129314708294
6099900810500419,Perfect,
6099901210496344,Perfect,
6099902610497546,Perfect,
6099924310497473,Perfect,
6099924410497413,Perfect,
6099924610497549,Perfect,
6099926210503210,Perfect,
6100182410518118,Short,00100854129314072869
6100232410459668,Perfect,
6100327210518633,Perfect,
6100414610422649,Perfect,
6100464556675023,Perfect,
610050249914077,Perfect,
6100506810013936,Short,00303033820000434359
6100511010078068,Short,00100854129314743363
6100520310141448,Perfect,
6100525510220183,Perfect,
6100525610220992,Perfect,
6100525910220995,Perfect,
6100526110220996,Short,00100854129312492072
6100526210220997,Perfect,
6100526310220999,Short,00100854128238268099
6100526410221001,Perfect,
6100526510221002,Perfect,
6100526710221003,Perfect,
6100526810221004,Perfect,
6100526910221005,Perfect,
6100527010221006,Perfect,
6100527110221008,Short,00100854129312492096
6100527210221009,Perfect,
6100527410221010,Perfect,
6100527510221011,Perfect,
6100527710221012,Perfect,
6100527810221013,Perfect,
6100528010221015,Short,00100854129312492058
6100528110221016,Perfect,
6100584410419855,Perfect,
6100596610268552,Short,00100854128239503533
6100597810419855,Short,00100854128239849273
6100597910366809,Short,00100854129314722764
6100640810513870,Short,00100854129314421049
6101137010101875,Perfect,
6101138710482591,Short,00100854128239915572
6101138910482648,Perfect,
6101202410524346,Short,00100854129314072883
6101549310529320,Short,00100854129314428413
6101550410529329,Perfect,
6101554110529345,Short,00100854129314429175
6101572110433360,Perfect,
6101572210433360,Perfect,
6101662810530462,Perfect,
6101759110530754,Perfect,
6101807010531238,Short,00100854129312519328
6101827510531341,Perfect,
6101841810531458,Short,"00100854129314876474, 00100854129314876481"
6101974210532935,Short,00100854129314723921
6102031410533161,Short,"00100854129314877129, 00100854129314877136, 00100854129314876504, 00100854129314876511"
6102034310533192,Short,"00100854129314876443, 00100854129314876450"
6102034610533195,Short,"00100854129314877198, 00100854129314877150, 00100854129314876436"
6102038210533216,Short,"00100854129314067315, 00100854129314067339, 00100854129314067322"
6102038610533222,Short,"00100854129312519298, 00100854129312519304"
6102040310533231,Short,"00100854129314877341, 00100854129314877334"
6102042110533241,Short,"00100854129314429274, 00100854129314429281, 00100854129314429311, 00100854129314429267, 00100854129314429342, 00100854129314429250"
6102045410533254,Short,"00100854129314067391, 00100854129314067384, 00100854129314067377"
6102046610533261,Short,"00100854129314877297, 00100854129314877303, 00100854129314877310"
6102046910533264,Short,00100854129314723778
6102047010533263,Short,"00100854129314877266, 00100854129314877259, 00100854129314877273"
6102047210533266,Short,"00100854129314877211, 00100854129314877235, 00100854129314877228, 00100854129314877204"
6102050310533260,Perfect,
6102052110533293,Short,"00100854129314876535, 00100854129314876528, 00100854129314876542"
6102053110533284,Perfect,
6102054110533310,Short,"00100854129314506708, 00100854129314506715"
6102055910533326,Short,00100854129312519335
6102056710533331,Perfect,
6102061110533403,Short,00100854128239452503
6102062210533410,Perfect,
6102064910533421,Perfect,
6102072210533461,Perfect,
6102074610533464,Short,"00100854129314734248, 00100854129314734255"
6102080610533490,Short,00100854129314765976
6102082510533499,Perfect,
6102159110491798,Perfect,
6102160110533264,Short,"00100854128240000366, 00100854128240000342, 00100854128240000311, 00100854128240000359, 00100854128240000328, 00100854128240000373"
6102192810534393,Short,00100854129314506753
6102338410535201,Perfect,
6102339910535204,Short,"00100854129314734200, 00100854129314734224, 00100854129314734187, 00100854129314734194, 00100854129314734231, 00100854129314734279"
6102350410218718,Perfect,
6102354210149276,Perfect,
6102362210141526,Perfect,
6102364910078214,Perfect,
6102369410092147,Perfect,
6102371210078201,Perfect,
6102374910078211,Perfect,
6102377110078199,Perfect,
6102470010535699,Short,00100854129314877174
6102667910535789,Perfect,
6102817310536833,Perfect,
6102888110536981,Perfect,
6102890010536959,Perfect,
6102929110537354,Perfect,
6102990010537635,Short,"00100854129314507330, 00100854129313386295"
6103056110538985,Perfect,
6103387810542335,Short,"00100854129314529042, 00100854129314529028, 00100854129314529035"
6103391710542346,Short,00100854129314529097
6103394010542364,Short,00100854129314529004
6103410010542414,Perfect,
6103410910542417,Perfect,
6103413710542443,Short,00100854129314724652
6103475510356869,Perfect,
6103475710356927,Perfect,
6103475810356928,Perfect,
6103475910356933,Short,00003033800007147819
6103476010356952,Short,00003033800007147857
6103476110356953,Perfect,
6103476210356958,Short,00100854129314880419
6103476510358503,Perfect,
6103476610358749,Perfect,
6103477410359220,Perfect,
6103477510359308,Perfect,
6103477610359970,Perfect,
6103477710360670,Perfect,
6103477910360962,Perfect,
6103478010361494,Perfect,
6103478410363859,Perfect,
6103480710368071,Perfect,
6103480910368282,Perfect,
6103481910369580,Short,00100854129314876610
6103482010369584,Short,00100854129314876658
6103482110369617,Perfect,
6103482210369624,Short,00100854129314876603
