Order_Number,Order_Status,Missed_LPNs
6047750310156985,Short,00100854129314115139
6047751310158576,Short,00100854129313771664
6047752010161317,Short,"00100854129313928259, 00100854129313928266"
6047753710169348,Short,"00100854129313785784, 00100854129313785777, 00100854129313785807"
6047754510170616,Perfect,
6047754910170741,Short,00000000000023252504
6047755710170129,Perfect,
6047756010169297,Perfect,
6047756110173520,Perfect,
6047756210169278,Short,"00100854129313771435, 00100854129313771497"
6047758510179615,Perfect,
6047761510172493,Perfect,
6047762410154795,Perfect,
6047762610146144,Perfect,
6047762710155221,Perfect,
6047763510144823,Short,00100854129313781571
6047763810156303,Short,"00100854128239562028, 00100854129313776157, 00100854129313781540, 00100854129313781533, 00100854129313781557, 00100854129313781564"
6047764210156292,Perfect,
6047764410169285,Perfect,
6047771510154787,Perfect,
6047773410155242,Perfect,
6047782410168183,Short,"00100854129313771565, 00100854129313771534, 00100854129313771558"
6047796410152839,Short,"00100854129313771060, 00100854129313771077"
6047799310175213,Perfect,
6047799510155344,Short,00100854129313771411
6047802710169727,Short,"00100854129313769920, 00100854129313769937, 00100854129313769913"
6047806210146252,Short,00100854128239247505
6047819810170255,Short,"00100854129313771381, 00100854129313771398"
6047824910145469,Perfect,
6047825810155239,Short,00100854129313784435
6047826110169194,Perfect,
604787829985759,Perfect,
6047930910184228,Perfect,
6048282510030295,Perfect,
6048282610030304,Perfect,
6048282710030311,Perfect,
6048282910030314,Perfect,
6048283010030336,Perfect,
6048283210030337,Perfect,
6048283410030339,Perfect,
6048283510030343,Short,00003033800007136912
6048283710030345,Perfect,
6048283810030346,Perfect,
6048283910030349,Perfect,
6048284110030351,Short,00100854129314165554
6048284210030352,Short,00100854129314165578
6048284310030360,Perfect,
6048284410030370,Perfect,
6048284510030372,Perfect,
6048284610030379,Short,00100854129314165523
6048284810030436,Perfect,
6048285610032719,Perfect,
6048285810033629,Short,00100854129314163994
6048287610078074,Perfect,
6048287710078075,Perfect,
6048287810078077,Perfect,
6048288010078083,Perfect,
6048288110078086,Perfect,
6048288210078097,Perfect,
6048288310078098,Perfect,
6048297510128850,Perfect,
6048298610128873,Perfect,
6048406810185760,Short,00100854129313784466
6048407710184474,Perfect,
6048410810182071,Perfect,
6048412310180676,Short,00100854129313764321
6048419910185890,Perfect,
6048504110128869,Perfect,
6048504310152817,Perfect,
6048504410152841,Perfect,
6048515810187270,Perfect,
6048516910187313,Perfect,
6048521010179616,Perfect,
6048521710179614,Perfect,
6048521810169285,Perfect,
6048560310131113,Short,00100854128768469584
6048561810168733,Short,00100854129313771329
604857609797531,Perfect,
604857839854625,Perfect,
604858069914078,Perfect,
6048587210078066,Perfect,
6048588510141453,Perfect,
6048914310190289,Short,"00100854129314116464, 00100854129314116297, 00100854129314116471"
6048920010190337,Short,"00100854129313704839, 00100854129313704846, 00100854129313704853"
6048921610190348,Short,"00100854129313764727, 00100854129313764710"
6048923010190355,Short,00100854129313725223
6048924110190361,Short,"00100854129313725278, 00100854129313725285, 00100854129313725247, 00100854129313725254, 00100854129313725261"
6048925410190364,Short,"00100854129313770032, 00100854129313770025, 00100854129313770070, 00100854129313769852, 00100854129313770056, 00100854129313769869, 00100854129313770049"
6048925910190366,Perfect,
6048926310190367,Perfect,
6048931910190394,Short,"00100854129313704907, 00100854129313704914"
6048932210190395,Short,"00100854129313725346, 00100854129313725353, 00100854129313725360"
6048933210190400,Perfect,
6048933610190401,Short,"00100854129313725384, 00100854129313725414, 00100854129313725407, 00100854129313725391"
6048934110190402,Perfect,
6048939610041397,Short,"00100854129313705171, 00100854129313705164, 00100854129313704969, 00100854129313705140"
6048940110170690,Perfect,
6048989010192701,Short,00100854129314116440
6049029710128850,Perfect,
6049030210156806,Perfect,
6049226210193987,Short,"00100854129313705232, 00100854129313705218, 00100854129313704921"
6049258810194455,Perfect,
6049314910180964,Short,"00100854129313751802, 00100854129313751826, 00100854129313751833"
6049403610003376,Perfect,
6049403910170690,Short,"00100854128239545168, 00100854128507297621"
6049484110195960,Short,00100854128239545175
6049816910197251,Short,00100854129313751642
6049944810198107,Perfect,
604997539914077,Short,00100854129314167244
604997719970607,Short,00003033800007139135
604997809970618,Short,00100854129314116266
604998409970660,Perfect,
604998569986251,Perfect,
604998669986268,Perfect,
604999009986307,Perfect,
604999129986319,Short,00100854129314167213
604999879986331,Perfect,
6050401110107002,Perfect,
6050401310128833,Perfect,
6050401410128873,Perfect,
6050413210128806,Perfect,
6050439910128820,Perfect,
6050747610170690,Perfect,
6050888110170690,Perfect,
6050968210208248,Perfect,
6050996910208393,Short,"00100854129313704082, 00100854129313704075"
6050997510208399,Short,"00100854129313703979, 00100854129313703986, 00100854129313703962"
6051000210208410,Short,"00100854129313703931, 00100854129313703948, 00100854129313703924"
6051003410208441,Perfect,
6051003810208434,Perfect,
6051003910208439,Perfect,
6051006710208452,Perfect,
6051007310208454,Perfect,
6051007910208460,Perfect,
6051008110208457,Perfect,
6051008210208458,Perfect,
6051009310208462,Perfect,
6051009510208464,Perfect,
6051010110208468,Perfect,
6051010210208469,Perfect,
6051012110208486,Short,00100854129313785753
6051012410208488,Short,"00100854129313704129, 00100854129313704112"
6051012510208479,Short,00100854129313769890
6051012610208489,Short,"00100854129313704143, 00100854129313704150"
6051012710208490,Short,"00100854129313704211, 00100854129313704204, 00100854129313704228"
6051013310208492,Perfect,
6051013610208494,Short,"00100854129313704020, 00100854129313704013, 00100854129313704006"
6051013710208495,Short,"00100854129313704174, 00100854129313704181"
6051015410208504,Short,"00100854129313704273, 00100854129313704242, 00100854129313704259"
6051015510208505,Short,00100854129313703245
6051015610208506,Short,"00100854129314163086, 00100854129314163079, 00100854129314163109, 00100854129314163093"
6051016110208509,Short,"00100854129313704600, 00100854129313704617, 00100854129313704594"
6051016310208507,Short,00100854129313725322
6051016610208511,Short,"00100854129313704297, 00100854129313704280, 00100854129313704303"
6051016910208512,Short,00100854129313725308
6051017010208513,Short,00100854129313704570
6051017310208515,Short,"00100854129313704327, 00100854129313704334"
6051017810208516,Short,"00100854129313705652, 00100854129313706208"
6051018210208519,Perfect,
6051019210208529,Perfect,
6051019310208528,Perfect,
6051019710208533,Short,"00100854129313704648, 00100854129313704631"
6051019810208534,Short,"00100854129313704365, 00100854129313704358"
6051022110208582,Short,"00100854129313704501, 00100854129313704495, 00100854129313704518"
6051022210208581,Short,00100854129313705317
6051022610208586,Short,"00100854129313704563, 00100854129313704549, 00100854129313704532, 00100854129313704556"
6051023910208596,Short,00100854129314115306
6051116810195131,Perfect,
6051236510210291,Short,"00100854129313704457, 00100854129313704464, 00100854129313704488"
6051276210195241,Short,00100854129313789904
6051278310180954,Perfect,
6051297210194457,Perfect,
6051298810198471,Perfect,
6051302310180951,Short,"00100854129313789867, 00100854129313789874"
605133509926748,Perfect,
605137029937580,Perfect,
605142269937588,Perfect,
605142809938802,Perfect,
605142989938803,Perfect,
605143219938804,Short,00100854129314167664
605145379938805,Perfect,
605145589939576,Short,00100854129314167473
605146549958054,Perfect,
605146739958061,Short,00100854129314167398
6051485310030014,Short,00100854129314167435
6051493510030030,Short,00100854129314167497
6051505910030035,Perfect,
6051508210030111,Perfect,
6051520110030138,Perfect,
6051522210030180,Short,00100854129313705836
6051528010030182,Perfect,
6051536410030191,Short,00100854129314167619
6051538610030205,Short,00100854129313705867
6051539710030209,Perfect,
6051540110030211,Short,00003033800007132891
6051541610030221,Short,00100854129314167602
6051542110030227,Perfect,
6051623510078084,Short,00100854129314167299
6051623710078093,Perfect,
6051623910078094,Short,00100854129314167275
6051624110078095,Perfect,
6051624510078105,Perfect,
6051624710078106,Short,"00100854128239623194, 00100854128239623200"
6051624910078112,Perfect,
6051625110078185,Perfect,
6051625410078187,Perfect,
6051626910094916,Perfect,
6051627610097474,Short,"00100854128239623248, 00100854128239623262"
6051627810097516,Perfect,
6051628210097529,Short,00100854128239623170
6051628510097559,Perfect,
6051628710098126,Short,00100854129313789942
6051648510155224,Perfect,
6051765710008140,Perfect,
6051768710152851,Short,00100854129313741421
6051816210212082,Perfect,
6051999710212854,Perfect,
6052301810213839,Perfect,
6052350110156871,Perfect,
605236319937591,Perfect,
6052364510038540,Short,"00100854128310781065, 00100854128310781119"
6052364710128869,Short,00100854129313707090
6052383110214740,Perfect,
6052578610182504,Perfect,
6052587910155788,Perfect,
6052950210218733,Short,00100854129313769715
6052950510218735,Short,00100854129314075020
6052961510218658,Perfect,
6052961710218664,Perfect,
6052992610220183,Short,00100854129313703306
6053053910220591,Short,"00100854129313779318, 00100854129313779080, 00100854129313779301, 00100854129313779325"
6053054110220591,Short,00100854129313703078
6053070210220762,Perfect,
6053070310220761,Perfect,
6053071010220772,Perfect,
6053071210220770,Short,"00100854128239623309, 00100854128239623316"
6053071610220775,Perfect,
6053072110220774,Perfect,
6053072610220778,Perfect,
6053074210220785,Perfect,
6053074510220789,Perfect,
6053074710220790,Perfect,
6053075510220791,Perfect,
6053076710220803,Perfect,
6053076810220802,Perfect,
6053088410220909,Short,"00100854129313703047, 00100854129313703030"
6053095610220942,Perfect,
6053095910220946,Perfect,
6053096010220943,Perfect,
6053097210220958,Short,"00100854129313789027, 00100854129313788662"
6053100110220968,Short,00100854129313788686
6053100510220977,Short,00100854129313778236
6053100710220977,Perfect,
6053133410221084,Short,"00100854129313708646, 00100854129313708653"
6053167610221395,Perfect,
6053352510222221,Perfect,
6053356710222249,Perfect,
6053387610209489,Perfect,
6053432810222686,Short,"00100854129314162980, 00100854129314167688, 00100854129314162997"
6053433410222689,Short,"00100854129313788020, 00100854129313788037"
6053481810222932,Short,"00100854129313705812, 00100854129313705805, 00100854129314167350, 00100854129313705829"
6053482210222936,Short,"00100854129313705911, 00100854129313705904, 00100854129313705928"
6053483410222942,Short,"00100854129314163055, 00100854129314163031, 00100854129314163048"
6053485510222955,Short,"00100854129313705737, 00100854129313705720"
6053487110222961,Short,"00100854129313787986, 00100854129313787993, 00100854129313788006"
6053487310222963,Short,"00100854129313705751, 00100854129313705744, 00100854129313705768"
6053487610222966,Short,"00100854129313713459, 00100854129313730425, 00100854129313730302"
6053489210222976,Short,"00100854129314163017, 00100854129314163024"
6053490510222980,Short,"00100854129313787979, 00100854129313787962, 00100854129313787955"
6053492410222992,Short,"00100854129313750430, 00100854129313750423, 00100854129313750492, 00100854129313750485, 00100854129313704419, 00100854129313750461, 00100854129313704396, 00100854129313704389, 00100854129313750560, 00100854129313750447"
6053494510223007,Short,"00100854129314167718, 00100854129314167701, 00100854129314162874"
6053504910223064,Perfect,
6053505210223075,Short,00100854128239623354
6053506210223080,Perfect,
6053510310223115,Short,"00100854129314076287, 00100854129314075129, 00100854129314075136, 00100854129314075099"
6053513910192656,Short,00100854129313778205
6053516410211467,Short,00100854129313784145
6053516510211469,Short,"00100854128239536036, 00100854129313925432, 00100854128239536210"
6053516610211525,Short,00100854128239264083
6053517910214431,Short,00100854129313925289
6053519510220590,Perfect,
6053520110221201,Perfect,
6053533010218659,Perfect,
6053533110218664,Perfect,
6053534810222992,Perfect,
6053547210223311,Perfect,
6053573310223451,Short,00100854129313750584
6053607310223595,Short,"00100854128238240187, 00100854128238240170"
6053615510223636,Perfect,
6053616010223639,Perfect,
6053616210223637,Perfect,
6053616610223641,Perfect,
6053617210223642,Perfect,
6053618310223648,Perfect,
6053619110223655,Short,00100854129313926187
6053619710223659,Perfect,
6053620110223649,Perfect,
6053620410223661,Perfect,
6053620910223660,Perfect,
6053621710223664,Short,00100854129313792362
6053623610223666,Short,00100854129313708578
6053623810223669,Perfect,
6053624210223667,Perfect,
6053624710223668,Short,00100854129313778212
6053624910223670,Short,"00100854129314075334, 00100854129314077710"
6053625210223679,Perfect,
6053625810223678,Perfect,
6053625910223672,Short,00100854129313790023
6053626110223682,Perfect,
6053626510223680,Perfect,
6053626610223683,Perfect,
6053626710223679,Perfect,
6053628110223692,Perfect,
6053628910223689,Short,"00100854129313744576, 00100854129313744590"
6053630110223704,Perfect,
6053630810223707,Perfect,
6053631010223709,Perfect,
6053631510223705,Perfect,
6053631610223706,Short,00100854129313787900
6053631710223703,Perfect,
6053632210223708,Perfect,
6053632410223712,Perfect,
6053633210223713,Perfect,
6053694310221673,Short,00100854129314075372
6053694410221674,Short,"00100854129313794847, 00100854129313794830, 00100854129313794854"
6053694510221773,Short,"00100854128237594786, 00100854129313794762"
6053695510221771,Perfect,
6053696510221578,Perfect,
6053696610181160,Short,"00100854129314077406, 00100854129314077420"
6053696810193987,Perfect,
6053697310221778,Perfect,
6053697410221880,Perfect,
6053698310222474,Perfect,
6053698510210560,Short,00100854129314077451
6053700810209770,Short,00100854129313717587
6053704110221582,Short,00100854129314076393
6053704610222465,Short,"00100854129313088779, 00100854129313088762, 00100854129313088755"
6053705310210883,Perfect,
6053705510211467,Short,00100854129313703832
6053705610211469,Short,"00100854129313930931, 00100854129313930948, 00100854129313717129, 00100854129313717112"
6053707010221589,Perfect,
6053720610220894,Short,"00100854129313715958, 00100854128238406453, 00100854129313715941"
6053723610195552,Short,00100854129313088786
6053725210222329,Perfect,
6053739910213064,Short,"00100854129313703573, 00100854129313703580"
6053740510220247,Perfect,
6053741410210680,Perfect,
6053762710224244,Perfect,
6053783610224335,Perfect,
6053951210224514,Short,"00100854129313932232, 00100854129313932218, 00100854129313932225"
6054129610225702,Perfect,
6054199810225977,Perfect,
6054200310225978,Short,"00100854129313717594, 00100854129313717563, 00154137600182408088, 00100854129313930900, 00100854129313717235, 00100854129313717570, 00100854129313717242"
6054200810225979,Perfect,
6054202010225979,Perfect,
6054203210225978,Short,00100854129313930849
6054250410156806,Perfect,
6054272910222992,Perfect,
6054349610078068,Perfect,
6054349710097524,Perfect,
6054349810097545,Perfect,
6054349910097556,Perfect,
6054350010097591,Perfect,
6054350110097607,Perfect,
6054350210098064,Perfect,
6054350310098068,Perfect,
6054350410098073,Short,00003033800007138916
6054350510098074,Short,00003033800007136721
6054350610098081,Perfect,
6054350710098086,Perfect,
6054350810098090,Perfect,
6054350910098102,Perfect,
6054351010098115,Short,00003033800007138930
6054351210098131,Perfect,
6054351310098137,Short,00100854129313927443
6054351410098197,Perfect,
6054351510099124,Perfect,
6054351610101817,Perfect,
6054351810112793,Perfect,
6054351910121188,Perfect,
6054673110230023,Short,"00100854129314136950, 00100854129314136967, 00100854129314168487"
6054674010230029,Short,"00100854129314136929, 00100854129314136905, 00100854129314136912"
6054675310230037,Short,"00100854129314162966, 00100854129314162959, 00100854129314162973"
6054679010230046,Short,00100854129313717785
6054679210230047,Short,"00100854129314136998, 00100854129314137001"
6054679310230048,Short,"00100854129314168500, 00100854129314168517"
6054681210230059,Short,"00100854129314162928, 00100854129314162935"
6054696310230145,Short,00100854129314136882
6054697010230144,Perfect,
6054697910230147,Perfect,
6054699210230152,Short,"00100854129313794939, 00100854129313794915, 00100854129313794946, 00100854129313794922, 00100854129313794908, 00100854128239525542"
6054699710230151,Perfect,
6054705310230182,Short,"00100854128239215337, 00100854128239215320"
6054706710230196,Short,"00100854129313933390, 00100854129313933413, 00100854129313933406"
6054707310230199,Short,00100854129314077505
6054707810230203,Short,00100854129313794397
6054708410230206,Short,"00100854129313088809, 00100854129313088816, 00100854129313088793, 00100854129313779226"
6054709310230210,Short,"00100854129313932171, 00100854129313932164"
6054709510230213,Short,00100854129313794885
6054710710230216,Short,"00100854129313779172, 00100854129313779165, 00100854129313936551, 00100854129313779189, 00100854129313779196, 00100854129313779158, 00100854129313936544"
6054710910230215,Short,"00100854129313936728, 00100854129313936711"
6054711410230221,Perfect,
6054717310230278,Short,00100854129314136974
6054719010230118,Perfect,
605473339948882,Short,00100854129313713480
605473349948886,Perfect,
605473359948890,Short,00100854129313713862
605473399959591,Perfect,
605473409962518,Perfect,
605473479970519,Perfect,
605473489970522,Perfect,
605473499970523,Short,00100854129314167923
605473509970528,Perfect,
605473529970529,Short,00100854129313713527
605473569970595,Short,00100854129314167763
605473619970600,Perfect,
605473629970681,Perfect,
605473639970682,Perfect,
605473649970683,Perfect,
605473659970684,Perfect,
605473669970685,Perfect,
605473679970686,Perfect,
605473689970716,Perfect,
605473699970718,Perfect,
605473709970720,Perfect,
605473969983798,Perfect,
605473979984012,Perfect,
605473989984014,Short,00100854129314169118
605473999984015,Perfect,
605474019984017,Perfect,
605474029984018,Short,00100854129313713473
605474039984020,Short,00100854129314167848
605474049984021,Short,00100854129314168067
605474069984024,Short,00100854129313713923
605474079984026,Short,00100854129314167954
605474089984027,Perfect,
605474099984028,Short,00100854129314168012
605474109984031,Perfect,
605474119984034,Perfect,
605474259993836,Short,00100854129313786712
605474269993837,Perfect,
605474289998258,Perfect,
6054744010013983,Perfect,
6054744110013984,Perfect,
6054744210013985,Perfect,
6054744410014048,Perfect,
6054744510014050,Short,00100854129313713909
6054744610014074,Short,00100854129314167879
6054744710014082,Perfect,
6054746510028690,Perfect,
6054746710028870,Perfect,
6054746810028871,Short,00100854129314167985
6054746910028873,Perfect,
6054747010028881,Perfect,
6054747110028885,Perfect,
6054747210028894,Perfect,
6054753210124402,Perfect,
6054755110141482,Perfect,
6054755210141483,Perfect,
6054755410141487,Perfect,
6054755510141488,Perfect,
6054755610141491,Perfect,
6054755710141492,Perfect,
6054755810141500,Perfect,
6054755910141502,Perfect,
6054756010141506,Short,00100854129313730371
6054756110141508,Perfect,
6054782210157613,Short,00100854128239422896
6054802310231685,Short,00003033800004742680
6054811710110372,Short,00100854128239584969
6054811810156806,Perfect,
6054812010218654,Perfect,
6054812110221880,Short,00100854128310785124
6054918510233006,Short,00100854129313794694
6055009710222329,Short,"00100854128239536142, 00100854128239536159"
6055011410231658,Short,00100854128239536166
6055011510231582,Short,"00100854128239391666, 00100854128239391543, 00100854128239391536, 00100854128239391611, 00100854128239391628, 00100854129313794793"
6055013210222842,Perfect,
6055015710224333,Short,"00100854129313703672, 00100854129313703597"
6055016610224350,Short,00100854128238986252
6055018910225152,Perfect,
6055143210234646,Perfect,
6055374110099240,Perfect,
6055403510234918,Perfect,
6055682810218664,Perfect,
6055906710236757,Short,00100854129314162898
6055912210236802,Short,"00100854129313932157, 00100854129313932140, 00100854129313932133"
6055912610236803,Short,"00100854129313936858, 00100854129313936889, 00100854129313936865, 00100854129313936841, 00100854129313936834"
6055914510236822,Short,"00100854129314077512, 00100854129314077529"
6055914810236825,Short,"00100854129313794656, 00100854129313794649, 00100854129313794663"
6055915310236827,Short,00100854129314077543
6055915410236828,Short,"00100854129308894965, 00100854129308894996, 00100854129308894989, 00100854128239215351"
6055915810236831,Short,"00100854129313932201, 00100854129313932195"
6055916210236832,Short,"00100854129313778823, 00100854129313778816"
6055917310236837,Short,00100854129313936896
6055934010237298,Perfect,
6055957810238294,Perfect,
6056003410238890,Perfect,
6056055810239077,Perfect,
6056200110239876,Perfect,
605649489859823,Perfect,
6056495310156380,Short,00100854128310825868
6056496010230085,Short,00100854128310825899
6056868110222992,Short,00100854129313932249
6056893110246283,Short,00100854129314170961
6056936910211498,Short,00100854129313930955
6056957410246426,Short,"00100854129314081045, 00100854129314081052"
6056958110246432,Perfect,
6056958910246441,Perfect,
6056963910246496,Perfect,
6056964010246495,Perfect,
6056964110246497,Perfect,
6056964510246500,Perfect,
6056964610246501,Perfect,
6056965010246503,Perfect,
6056965110246500,Short,"00100854129313936780, 00100854129313936797"
6056965610246508,Perfect,
6056966910246511,Perfect,
6056967610246517,Perfect,
6056967710246519,Perfect,
6056968010246516,Perfect,
6056969210246528,Perfect,
6056969310246529,Short,"00100854129314080970, 00100854129314080994"
6056969410246530,Perfect,
6056969510246531,Perfect,
6056969610246532,Perfect,
6056969710246534,Perfect,
6056969810246535,Perfect,
6056969910246536,Perfect,
6056970010246533,Perfect,
6056970110246537,Perfect,
6056970210246539,Short,"00100854129314080826, 00100854129314080802, 00100854129314080819"
6056970310246540,Short,00100854129314081021
6056970410246538,Perfect,
6056970610246542,Perfect,
6056970810246543,Short,00100854129314083070
6056971010246545,Perfect,
6056971410246544,Perfect,
6056971910246546,Short,"00100854129313794878, 00154137600192961900, 00100854129313794861"
6056973610246557,Perfect,
6056974010246560,Short,"00100854129313933512, 00100854129313933499"
6056974510246565,Short,"00100854129314077635, 00100854129314077611"
6056976310246582,Short,"00100854129313933482, 00100854129313933505"
6056977110246583,Short,00100854129314077550
6056977710246588,Short,"00100854129313936803, 00100854129313936773"
6056978810246636,Short,"00100854129314170954, 00100854129314171142, 00100854129314171159"
6056978910246637,Short,"00100854129314083100, 00100854129314083117, 00100854129314083094"
6057041510247582,Short,00100854129314083148
6057046610230123,Perfect,
6057047710230123,Short,00100854129313933468
6057047910230123,Short,00100854129313933475
6057108510230056,Short,"00100854128239514133, 00100854128239514140"
6057108710230056,Perfect,
6057109010230056,Perfect,
6057109310230056,Short,"00100854128239412163, 00100854129313794892"
6057109910230056,Short,00100854128906391920
6057110410230056,Short,00100854128906287544
6057132710218659,Short,00100854128852613718
6057375310250856,Short,"00100854129313713817, 00100854129313713572, 00100854129313713589, 00100854129313713770, 00100854129313713794, 00100854129313713596, 00100854129313713787, 00100854129313713602"
6057535310233620,Short,00100854129313721706
6057618010252583,Perfect,
6057652910218658,Perfect,
6057655410230056,Perfect,
6057666410252928,Short,00100854129314170374
6057672210236192,Short,00100854129313933925
6057706710253110,Perfect,
6057707610231685,Short,00100854129313911138
6057735310223595,Short,"00100854129314172231, 00100854129314172200, 00100854129314172170, 00100854129314172194"
6058218610255079,Perfect,
6058222910255090,Perfect,
6058253210255253,Short,"00100854129314171081, 00100854129314171098"
6058257410222218,Short,00100854128310824953
6058258610222234,Perfect,
6058262210248690,Perfect,
6058273210240489,Perfect,
6058273710233608,Perfect,
6058276510252209,Short,00100854129313721058
6058277610252215,Perfect,
6058278810233616,Short,"00100854128238250353, 00100854128238250346, 00100854128238250339"
6058286310232499,Short,00100854129314032498
6058286810252050,Short,00100854129314082776
6058287310233722,Perfect,
6058403410255805,Short,"00100854129313713831, 00100854129313713558, 00100854129313713824"
6058494710256745,Perfect,
6058581510257898,Short,"00100854129314083414, 00100854129314083407"
6058844510260387,Short,"00100854129314083346, 00100854129314083353"
6058897510260666,Perfect,
6058901610260698,Perfect,
6058903010260705,Short,00100854129314032658
6058987310262305,Short,"00100854129314084442, 00100854129314084206, 00100854129314084145, 00100854129314084459, 00100854129314038193, 00100854129314038162, 00100854129314038254, 00100854129314038209, 00100854129314038186, 00100854129314038247, 00100854129314034805, 00100854129314038261, 00100854129314038179, 00100854129314084121, 00100854129314084435, 00100854129314084213, 00100854129314038216, 00100854129314038155, 00100854129314084138, 00100854129314038230, 00100854129314038223"
6058987710262308,Short,"00100854129314171029, 00100854129314171012, 00100854129314171005"
6058989410262317,Short,"00100854129314083377, 00100854129314083384"
6058990310262312,Perfect,
6058990610262309,Perfect,
6058991610262328,Short,"00100854129313942224, 00100854129313942460, 00100854129313942286, 00100854129313942279"
6058993510262321,Perfect,
6058996410262325,Short,00100854129313945737
6058996910262344,Short,"00100854129314083476, 00100854129314083483, 00100854129314172071"
6058997010262345,Short,"00100854129314083179, 00100854129314083186, 00100854129314083162"
6058997710262347,Perfect,
6059000510262362,Short,"00100854129314083247, 00100854129314083223, 00100854129314083230"
6059001910262368,Short,"00100854129314083261, 00100854129314083278"
6059017110262382,Short,"00100854129314083292, 00100854129314083308, 00100854129314083315"
6059020710262396,Short,"00100854129314083445, 00100854129314083452"
6059021810262400,Short,"00100854129314081434, 00100854129314081380, 00100854129314081373, 00100854129314081359, 00100854129314081441, 00100854129314081458"
6059022310262402,Short,"00100854129314171043, 00100854129314171036"
6059023010262407,Short,00100854129314083421
6059024810262416,Short,"00100854129313602326, 00100854129313673548, 00100854129313673586, 00100854129313673579, 0150303380221047, 00100854129313673562, 00100854129313673845, 00100854129313602364"
6059028210262432,Short,"00100854129314172286, 00100854129314172262"
6059050510262470,Perfect,
6059051010262474,Short,00100854128239624122
6059054210262491,Short,00100854129313947168
6059054310262493,Short,00100854129313942484
6059056110262502,Perfect,
6059056610262508,Perfect,
6059056710262506,Perfect,
6059058510262519,Perfect,
6059058810262513,Perfect,
6059059810262529,Perfect,
6059060710262536,Perfect,
6059061110262535,Short,"00100854129313797565, 00100854129313797541"
6059061910262532,Short,"00100854129314084053, 00100854129314084060"
6059079110262613,Perfect,
6059079910262615,Perfect,
6059081510262625,Perfect,
6059082010262628,Perfect,
6059086010262655,Short,00100854129314170565
6059087610262663,Short,"00100854129313942545, 00100854129313942552"
6059088210262667,Perfect,
6059324910262432,Perfect,
6059350710264496,Short,"00100854129313797299, 00100854129313797312"
6059378910264724,Perfect,
6059383010264763,Short,"00100854129313717440, 00100854128508183794"
6059483610222227,Perfect,
6059529910265530,Short,"00100854128238250384, 00100854128238250377"
6059686010266309,Short,00100854129314083216
6059739810255899,Perfect,
6059786910266750,Short,00100854129314084022
6060049610231582,Perfect,
6060049910252209,Short,"00100854129313717501, 00100854129313721232, 00100854129314031811, 00100854129313717525, 00100854128238844897, 00100854129313721324, 00100854129313721317, 00100854129313721294, 00100854129313721331, 00100854129313721300"
6060050010252215,Perfect,
6060050310265206,Short,"00100854129313717297, 00100854129313717327, 00100854129313717518, 00100854129313717471"
6060050410264662,Short,00100854129313932584
6060050910264267,Short,00100854129313783704
6060052010234152,Short,00100854129313933710
6060052410238286,Perfect,
6060052510238290,Short,"00100854129313942453, 00100854129313942323, 00100854129313942347, 00100854129313942330"
6060054510264433,Perfect,
6060057510238276,Short,"00100854129313783469, 00100854129313784060, 00100854129313783452, 00100854129313783483, 00100854129313783476"
6060057710254056,Short,"00100854129313945706, 00100854129313945690"
6060058210262673,Perfect,
6060060010255235,Short,"00100854128239247550, 00100854128239247567, 00100854128239263123, 00100854128239263147, 00100854128239263161, 00100854128239263130"
6060060710264435,Short,"00100854129313932522, 00100854129313932515"
6060062010233613,Perfect,
6060062610238912,Perfect,
6060063910250855,Perfect,
6060073510262681,Short,"00100854128310824960, 00100854129314083803, 00100854129314083810"
6060073910262638,Perfect,
6060075710238269,Short,"00100854129313933673, 00100854129313933666"
6060081710262878,Perfect,
6060086210264904,Perfect,
6060088610240489,Short,00100854128238262851
6060351610220828,Short,00100854129313942217
6060358310221013,Short,00100854128238261892
6060369210221749,Perfect,
6060371810222878,Perfect,
6060373710223000,Perfect,
6060375210223542,Short,00100854129314032580
6060376910224234,Perfect,
6060377710224388,Perfect,
6060379010225151,Short,00100854128238250438
6060381210230099,Short,00154137600126404589
6060386510240266,Perfect,
6060388310247541,Perfect,
6060392910251413,Short,00100854129313721270
6060394110251708,Short,"00100854129314082745, 00100854129314082738"
6060400310254150,Perfect,
6060402410268775,Perfect,
6060402610268778,Perfect,
6060403010264292,Short,00100854129313942194
6060403710264482,Perfect,
6060410410267282,Perfect,
6060432110096698,Perfect,
6060433310230137,Perfect,
6060434410260634,Perfect,
6060435010262305,Perfect,
6060435210262416,Perfect,
6060436710264662,Short,"00100854128508185392, 00100854128508185415"
6060437610264763,Perfect,
6060437910264771,Short,"00100854129314032528, 00100854129314032559, 00100854129314032542"
6060443610268938,Short,"00100854129314086927, 00100854129314086989, 00100854129314087016, 00100854129314086965"
6060444210268939,Short,00100854129314170534
6060444310268938,Short,00100854129314077567
6060444510268939,Short,00100854128238250360
6060548810156395,Perfect,
6060550110099231,Perfect,
6060550310185734,Perfect,
6060574410269768,Perfect,
6060819510271225,Short,"00100854129314171913, 00100854129314171500"
6060821510271243,Short,"00100854129314170992, 00100854129314171449"
6060822710271249,Short,"00100854129314171555, 00100854129314171531, 00100854129314171548"
6060825410271248,Short,00100854129313945645
6060826610271257,Short,"00100854129314171494, 00100854129314171487"
6060826810271258,Short,00100854128239238244
6060827310271255,Perfect,
